gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1.0,0.0,0.0,0.0,0.33802816901408456,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.874368686868687,0.30778329102238633,0.0
0.0,0.0,1.0,1.0,0.9577464788732395,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.9589646464646465,0.9088795291945534,0.0
0.0,0.0,0.0,0.0,0.7183098591549296,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.026515151515151516,0.11587237479806141,0.0
1.0,0.0,0.0,1.0,0.9859154929577465,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8895202020202021,0.8496942072467113,0.0
0.0,0.0,1.0,1.0,0.1267605633802817,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.29229797979797983,0.05879875375028849,1.0
0.0,0.0,0.0,0.0,0.28169014084507044,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.6906565656565657,0.2127971382414032,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.14962121212121213,0.0024059543041772442,1.0
1.0,0.0,1.0,0.0,0.15492957746478872,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.015782828282828284,0.02116893607200554,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.020202020202020204,0.00015578121393953342,1.0
0.0,0.0,1.0,0.0,0.8028169014084507,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.3415404040404041,0.4022963304869605,0.0
1.0,0.0,1.0,1.0,0.676056338028169,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3377525252525253,0.34058389106854375,0.0
0.0,0.0,0.0,0.0,0.4084507042253521,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2935606060606061,0.17445188091391645,0.0
1.0,0.0,1.0,1.0,0.647887323943662,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8005050505050506,0.545851603969536,1.0
1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.09343434343434344,0.0013154858066005077,1.0
1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6931818181818182,0.7328236787445188,0.0
0.0,0.0,0.0,1.0,0.22535211267605634,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.39267676767676774,0.12396722824832679,1.0
0.0,1.0,1.0,0.0,0.9859154929577465,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.7670454545454546,0.778692591737826,0.0
1.0,1.0,1.0,0.0,0.014084507042253521,1.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.7563131313131314,0.01879183014078006,0.0
0.0,0.0,1.0,1.0,0.36619718309859156,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.4103535353535354,0.21412993307177478,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.020833333333333336,0.0001615508885298867,0.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19570707070707072,0.003052157858296792,0.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.807449494949495,0.8346295868912993,0.0
1.0,0.0,0.0,0.0,0.056338028169014086,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.44760101010101017,0.034398799907685206,1.0
0.0,0.0,0.0,0.0,0.6338028169014085,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5069444444444445,0.40728132933302563,0.0
1.0,0.0,0.0,0.0,0.46478873239436624,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8851010101010102,0.4073909531502423,1.0
0.0,0.0,0.0,0.0,0.14084507042253522,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7821969696969697,0.12538656819755367,1.0
1.0,0.0,1.0,1.0,0.1267605633802817,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.2316919191919192,0.05272328640664667,0.0
0.0,0.0,1.0,1.0,0.971830985915493,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.44128787878787884,0.5600680821601662,0.0
0.0,0.0,1.0,1.0,0.22535211267605634,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.02777777777777778,0.04609393030233095,0.0
0.0,0.0,0.0,0.0,0.8732394366197184,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.5662878787878788,0.5588102930994692,0.0
0.0,0.0,1.0,0.0,0.16901408450704225,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.5246212121212122,0.11108354488806832,0.0
0.0,0.0,0.0,0.0,0.676056338028169,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.6218434343434344,0.44863835679667663,0.0
1.0,0.0,0.0,0.0,0.014084507042253521,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22790404040404041,0.009023771059312256,0.0
0.0,0.0,0.0,0.0,0.014084507042253521,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.576388888888889,0.014464574198015234,1.0
1.0,0.0,0.0,0.0,0.7183098591549296,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5650252525252526,0.4845372720978537,0.0
0.0,0.0,1.0,1.0,0.9577464788732395,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.38573232323232326,0.4887260558504501,0.0
0.0,1.0,0.0,0.0,0.5915492957746479,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.6931818181818182,0.4407973690283868,0.0
0.0,0.0,0.0,0.0,0.19718309859154928,1.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.7973484848484849,0.1624278790676206,1.0
0.0,1.0,1.0,0.0,0.33802816901408456,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.4450757575757576,0.2000750057696746,0.0
0.0,1.0,1.0,0.0,0.09859154929577466,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.576388888888889,0.07090930071543965,1.0
0.0,1.0,1.0,1.0,0.8309859154929577,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.3333333333333333,0.5075757575757576,0.5120643895684284,0.0
1.0,1.0,0.0,0.0,0.23943661971830985,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.7556818181818182,0.20006346642049389,1.0
0.0,0.0,1.0,1.0,0.8732394366197184,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.8042929292929294,0.7261020078467574,0.0
1.0,1.0,1.0,1.0,0.9154929577464789,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.9090909090909092,0.8143953381029311,0.0
0.0,0.0,1.0,1.0,0.46478873239436624,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.05744949494949495,0.10102700207708286,0.0
0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.898358585858586,0.9040964689591507,0.0
0.0,0.0,1.0,0.0,0.647887323943662,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.8150252525252526,0.5409993076390492,0.0
1.0,0.0,0.0,0.0,0.8309859154929577,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6887626262626263,0.6268059081467805,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1672979797979798,0.3396261250865451,0.0
0.0,0.0,1.0,1.0,0.23943661971830985,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.3333333333333333,0.2821969696969697,0.10827371336256636,0.0
0.0,0.0,0.0,0.0,0.11267605633802817,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.7424242424242425,0.0967516732056312,1.0
0.0,0.0,0.0,0.0,0.02816901408450704,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.5132575757575758,0.025998153704131086,0.0
1.0,0.0,1.0,0.0,0.647887323943662,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,0.5542929292929294,0.41905723517193627,0.0
0.0,0.0,0.0,0.0,0.4225352112676057,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5580808080808082,0.28599123009462263,0.0
0.0,0.0,1.0,1.0,0.6901408450704226,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.020202020202020204,0.10525040387722133,0.0
1.0,0.0,0.0,0.0,0.1267605633802817,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5662878787878788,0.10022501730902378,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2253787878787879,0.0034906531271636275,0.0
0.0,0.0,1.0,1.0,0.7183098591549296,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.6666666666666666,0.02335858585858586,0.12368451419339951,0.0
1.0,1.0,1.0,1.0,0.8873239436619719,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9457070707070708,0.8170090006923609,0.0
1.0,0.0,1.0,1.0,0.8591549295774649,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.04861111111111111,0.16222017078236786,0.0
0.0,0.0,0.0,1.0,0.02816901408450704,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3901515151515152,0.018301407800600047,0.0
0.0,1.0,0.0,0.0,0.7746478873239437,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.6666666666666666,0.9330808080808082,0.7062889453034848,0.0
0.0,0.0,0.0,0.0,0.6338028169014085,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.3333333333333333,0.297979797979798,0.30810639279944607,0.0
0.0,0.0,1.0,1.0,0.09859154929577466,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28535353535353536,0.05347911377798293,0.0
1.0,1.0,0.0,0.0,0.4084507042253521,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.5063131313131314,0.24146088160627743,0.0
0.0,0.0,1.0,1.0,0.619718309859155,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.3333333333333333,0.06944444444444445,0.13821832448649896,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.5599747474747475,0.006987075928917609,1.0
0.0,0.0,1.0,1.0,0.14084507042253522,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.24431818181818185,0.06306831294714979,0.0
0.0,0.0,1.0,0.0,0.08450704225352114,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5113636363636364,0.055169628432956384,1.0
0.0,0.0,0.0,0.0,0.5774647887323944,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8529040404040404,0.4971959381490884,0.0
0.0,0.0,1.0,0.0,0.676056338028169,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.020202020202020204,0.11014885760443112,0.0
1.0,0.0,0.0,0.0,0.11267605633802817,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.7998737373737375,0.10384837295176552,0.0
0.0,0.0,1.0,0.0,0.47887323943661975,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.3680555555555556,0.2534791137779829,0.0
0.0,0.0,1.0,1.0,0.6619718309859155,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.026515151515151516,0.11980152319409186,0.0
0.0,0.0,1.0,1.0,0.6338028169014085,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.01767676767676768,0.1048119086083545,0.0
1.0,0.0,1.0,0.0,0.3943661971830986,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.10921717171717173,0.11429148396030464,0.0
1.0,0.0,1.0,1.0,0.4084507042253521,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5940656565656566,0.29441495499653814,0.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5056818181818182,0.006450496192014771,0.0
1.0,0.0,1.0,1.0,0.9154929577464789,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6155303030303031,0.6572178629125317,0.0
0.0,0.0,0.0,0.0,0.9014084507042254,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.9387626262626263,0.8179321486268175,0.0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.8200757575757577,0.8585564274174937,0.0
0.0,0.0,0.0,0.0,0.15492957746478872,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5549242424242424,0.10484075698130627,1.0
1.0,0.0,1.0,1.0,0.9859154929577465,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,0.3333333333333333,0.417929292929293,0.545799676898223,0.0
1.0,0.0,0.0,0.0,0.056338028169014086,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.03156565656565657,0.010968151396261252,1.0
1.0,0.0,0.0,0.0,0.7183098591549296,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.030934343434343436,0.12559427648280638,0.0
0.0,1.0,1.0,0.0,0.33802816901408456,1.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.7904040404040404,0.2879875375028848,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.020833333333333336,0.0001615508885298867,0.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.6666666666666666,0.011363636363636364,7.500576967459007e-05,0.0
1.0,0.0,0.0,0.0,0.5211267605633804,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.7500000000000001,0.41389337641357027,0.0
0.0,1.0,1.0,0.0,0.9154929577464789,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.1994949494949495,0.3471555504269559,0.0
1.0,0.0,1.0,0.0,0.943661971830986,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.92739898989899,0.8761885529656128,1.0
1.0,0.0,0.0,0.0,0.056338028169014086,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04924242424242425,0.009393030233094853,0.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.8573232323232324,0.840555042695592,0.0
0.0,0.0,0.0,0.0,0.4366197183098592,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.09280303030303032,0.10487537502884837,0.0
1.0,0.0,0.0,0.0,0.5915492957746479,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.7417929292929294,0.4503231017770598,0.0
1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.3333333333333333,0.010732323232323234,0.15514078006000462,0.0
1.0,0.0,1.0,0.0,0.7605633802816901,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.7714646464646465,0.6023655665820448,1.0
0.0,0.0,0.0,0.0,0.7183098591549296,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.3207070707070707,0.34888645280406183,0.0
0.0,0.0,0.0,0.0,0.5915492957746479,1.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.710858585858586,0.45410800830833137,0.0
0.0,1.0,1.0,0.0,0.5070422535211268,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5284090909090909,0.3287964458804523,1.0
0.0,0.0,1.0,1.0,0.8873239436619719,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.28472222222222227,0.3928802215555043,0.0
1.0,0.0,1.0,1.0,0.02816901408450704,1.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.6881313131313131,0.026494345718901455,0.0
0.0,0.0,0.0,0.0,0.49295774647887325,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10164141414141414,0.12780406185091162,0.0
0.0,0.0,1.0,1.0,0.1267605633802817,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.811868686868687,0.12068428340641589,1.0
0.0,0.0,0.0,0.0,0.5633802816901409,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.026515151515151516,0.09420147703669514,0.0
1.0,0.0,1.0,1.0,0.36619718309859156,1.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6306818181818182,0.24611123932610202,0.0
0.0,0.0,1.0,1.0,0.7746478873239437,1.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.8061868686868687,0.6342776367412878,0.0
0.0,0.0,0.0,0.0,0.07042253521126761,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.027146464646464648,0.010841218555273483,0.0
1.0,0.0,0.0,0.0,0.02816901408450704,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5018939393939394,0.024319178398338335,1.0
0.0,0.0,1.0,1.0,0.08450704225352114,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24621212121212124,0.03825871220863144,0.0
0.0,0.0,1.0,1.0,0.04225352112676056,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.029040404040404044,0.005088852988691437,0.0
1.0,0.0,0.0,0.0,0.4507042253521127,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.6666666666666666,0.6767676767676768,0.34720170782367876,0.0
0.0,1.0,0.0,0.0,0.36619718309859156,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5435606060606061,0.24425340410800833,1.0
1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.04040404040404041,0.1967632125548119,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.015151515151515152,0.0001096238172167089,0.0
1.0,1.0,0.0,0.0,0.9859154929577465,0.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.3080808080808081,0.4577140549273021,0.0
0.0,0.0,0.0,0.0,0.16901408450704225,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.6401515151515152,0.13810870066928227,0.0
0.0,0.0,1.0,1.0,0.33802816901408456,0.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.3263888888888889,0.1712266328179091,1.0
1.0,0.0,0.0,0.0,0.9295774647887325,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.24431818181818185,0.3740249249942303,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.125,0.0019213016385875841,1.0
1.0,0.0,0.0,0.0,0.014084507042253521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.18434343434343436,0.007206323563351027,1.0
0.0,0.0,0.0,0.0,0.5915492957746479,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.3333333333333333,0.06691919191919192,0.13494114931917842,0.0
0.0,0.0,0.0,0.0,0.3098591549295775,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.509469696969697,0.20305792753288715,0.0
0.0,0.0,1.0,1.0,0.8873239436619719,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.020833333333333336,0.14527463651050082,0.0
1.0,0.0,0.0,1.0,0.7887323943661972,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.013257575757575758,0.13290445418878374,0.0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4570707070707071,0.005960073851834756,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6654040404040404,0.7393087929840757,0.0
